Ping size: 0
PING 88.80.187.84 (88.80.187.84) 0(28) bytes of data.
[1621805767.444593] 776 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=32.5 ms
[1621805768.446852] 776 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.0 ms
[1621805769.448433] 776 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.4 ms
[1621805770.449885] 776 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.2 ms
[1621805771.451017] 776 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=32.9 ms
[1621805772.452435] 776 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=33.2 ms
[1621805773.453426] 776 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.8 ms
[1621805774.455036] 776 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=32.4 ms
[1621805775.457216] 776 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=33.0 ms
[1621805776.458218] 776 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=32.8 ms
[1621805777.460252] 776 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=32.8 ms
[1621805778.462457] 776 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=33.0 ms
[1621805779.463738] 776 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=33.1 ms
[1621805780.464674] 776 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=32.7 ms
[1621805781.466678] 776 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.8 ms
[1621805782.468917] 776 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.0 ms
[1621805783.469680] 776 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=32.6 ms
[1621805784.472047] 776 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=33.2 ms
[1621805785.473335] 776 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.1 ms
[1621805786.474513] 776 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.0 ms
[1621805787.475442] 776 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=32.7 ms
[1621805788.477451] 776 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=32.8 ms
[1621805789.479850] 776 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=33.2 ms
[1621805790.481419] 776 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.3 ms
[1621805791.482849] 776 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=33.2 ms
[1621805792.484097] 776 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=33.0 ms
[1621805793.484724] 776 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=32.4 ms
[1621805794.486366] 776 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=32.4 ms
[1621805795.488844] 776 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.3 ms
[1621805796.490316] 776 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=33.2 ms
[1621805797.491619] 776 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.1 ms
[1621805798.492762] 776 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=32.9 ms
[1621805799.494338] 776 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.4 ms
[1621805800.495583] 776 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.0 ms
[1621805801.497543] 776 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=33.7 ms
[1621805802.499330] 776 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=33.6 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99157ms
rtt min/avg/max/mdev = 32.254/32.961/36.052/0.467 ms
Ping size: 800
PING 88.80.187.84 (88.80.187.84) 800(828) bytes of data.
[1621805802.537045] 808 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=32.7 ms
[1621805803.538995] 808 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=32.8 ms
[1621805804.540824] 808 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=32.7 ms
[1621805805.542804] 808 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=32.8 ms
[1621805806.544532] 808 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=32.5 ms
[1621805807.547034] 808 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=33.3 ms
[1621805808.548550] 808 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=33.3 ms
[1621805809.549567] 808 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=32.8 ms
[1621805810.551944] 808 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=33.1 ms
[1621805811.553343] 808 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=33.2 ms
[1621805812.554809] 808 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=33.3 ms
[1621805813.556068] 808 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=33.1 ms
[1621805814.556733] 808 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=32.4 ms
[1621805815.558597] 808 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=32.6 ms
[1621805816.561078] 808 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=33.2 ms
[1621805817.562847] 808 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=33.6 ms
[1621805818.564616] 808 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=33.6 ms
[1621805819.564871] 808 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=32.0 ms
[1621805820.567573] 808 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=33.5 ms
[1621805821.568997] 808 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=33.2 ms
[1621805822.570312] 808 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.1 ms
[1621805823.571427] 808 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=32.9 ms
[1621805824.572284] 808 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=32.7 ms
[1621805825.574273] 808 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=32.8 ms
[1621805826.577064] 808 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=33.6 ms
[1621805827.578702] 808 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.4 ms
[1621805828.579708] 808 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=32.8 ms
[1621805829.581465] 808 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=32.6 ms
[1621805830.583472] 808 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=32.8 ms
[1621805831.585916] 808 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=33.2 ms
[1621805832.587410] 808 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=33.3 ms
[1621805833.587920] 808 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=32.3 ms
[1621805834.589477] 808 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=32.3 ms
[1621805835.591937] 808 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.2 ms
[1621805836.592564] 808 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=32.4 ms
[1621805837.594665] 808 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=32.9 ms
[1621805838.596263] 808 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.4 ms
[1621805839.596973] 808 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=32.5 ms
[1621805840.598665] 808 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=32.5 ms
[1621805841.601760] 808 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.8 ms
[1621805842.602681] 808 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.7 ms
[1621805843.603540] 808 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=32.7 ms
[1621805844.606010] 808 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.3 ms
[1621805845.606997] 808 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=32.8 ms
[1621805846.609748] 808 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.5 ms
[1621805847.610791] 808 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=32.8 ms
[1621805848.611999] 808 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=33.2 ms
[1621805849.612766] 808 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=32.6 ms
[1621805850.614543] 808 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=32.6 ms
[1621805851.616318] 808 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=32.5 ms
[1621805852.618380] 808 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=32.9 ms
[1621805853.619579] 808 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.0 ms
[1621805854.620153] 808 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=32.4 ms
[1621805855.622674] 808 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=33.3 ms
[1621805856.624345] 808 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=33.4 ms
[1621805857.625329] 808 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.8 ms
[1621805858.627973] 808 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.4 ms
[1621805859.628573] 808 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=32.4 ms
[1621805860.630816] 808 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.0 ms
[1621805861.631814] 808 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=32.8 ms
[1621805862.633563] 808 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=32.5 ms
[1621805863.635354] 808 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=32.6 ms
[1621805864.636886] 808 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=32.3 ms
[1621805865.638596] 808 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=32.5 ms
[1621805866.641073] 808 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.2 ms
[1621805867.642576] 808 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.3 ms
[1621805868.643834] 808 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.0 ms
[1621805869.644611] 808 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=32.6 ms
[1621805870.647109] 808 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.2 ms
[1621805871.648597] 808 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=33.3 ms
[1621805872.649607] 808 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.8 ms
[1621805873.651863] 808 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=33.0 ms
[1621805874.652481] 808 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=32.4 ms
[1621805875.654138] 808 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=32.4 ms
[1621805876.656461] 808 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=33.1 ms
[1621805877.657885] 808 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=33.2 ms
[1621805878.659197] 808 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=33.1 ms
[1621805879.660199] 808 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=32.8 ms
[1621805880.661678] 808 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.3 ms
[1621805881.664036] 808 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.1 ms
[1621805882.665079] 808 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=32.8 ms
[1621805883.666236] 808 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=32.9 ms
[1621805884.666993] 808 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=32.5 ms
[1621805885.669008] 808 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=32.8 ms
[1621805886.671687] 808 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.4 ms
[1621805887.673917] 808 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=34.0 ms
[1621805888.673702] 808 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=32.6 ms
[1621805889.675467] 808 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=32.6 ms
[1621805890.678568] 808 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=33.9 ms
[1621805891.678783] 808 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=32.9 ms
[1621805892.680468] 808 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=33.5 ms
[1621805893.681283] 808 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=32.6 ms
[1621805894.682833] 808 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=32.3 ms
[1621805895.684990] 808 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=32.9 ms
[1621805896.686505] 808 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.3 ms
[1621805897.687742] 808 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=33.0 ms
[1621805898.688979] 808 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.0 ms
[1621805899.690023] 808 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=32.8 ms
[1621805900.691763] 808 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=32.5 ms
[1621805901.694550] 808 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=33.6 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99158ms
rtt min/avg/max/mdev = 32.003/32.936/34.017/0.411 ms
Ping size: 832
PING 88.80.187.84 (88.80.187.84) 832(860) bytes of data.
[1621805901.732387] 840 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=32.8 ms
[1621805902.733684] 840 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.0 ms
[1621805903.735369] 840 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=33.4 ms
[1621805904.736155] 840 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=32.5 ms
[1621805905.738559] 840 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=33.1 ms
[1621805906.740403] 840 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=33.6 ms
[1621805907.741599] 840 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=32.9 ms
[1621805908.743083] 840 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=33.2 ms
[1621805909.744113] 840 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=32.8 ms
[1621805910.746408] 840 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=33.0 ms
[1621805911.747849] 840 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=33.2 ms
[1621805912.748604] 840 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=32.5 ms
[1621805913.750873] 840 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=33.0 ms
[1621805914.751677] 840 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=32.5 ms
[1621805915.753764] 840 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=32.8 ms
[1621805916.754646] 840 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=32.6 ms
[1621805917.756456] 840 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=32.6 ms
[1621805918.759014] 840 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=33.3 ms
[1621805919.760222] 840 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=32.9 ms
[1621805920.760803] 840 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.3 ms
[1621805921.763507] 840 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.6 ms
[1621805922.765064] 840 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=33.3 ms
[1621805923.765716] 840 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=32.4 ms
[1621805924.767796] 840 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=32.8 ms
[1621805925.769324] 840 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=33.3 ms
[1621805926.770843] 840 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.4 ms
[1621805927.771672] 840 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=32.6 ms
[1621805928.774711] 840 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.8 ms
[1621805929.775739] 840 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=32.8 ms
[1621805930.778294] 840 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=33.3 ms
[1621805931.779394] 840 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=32.8 ms
[1621805932.780991] 840 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=33.3 ms
[1621805933.782751] 840 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.6 ms
[1621805934.784016] 840 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.0 ms
[1621805935.784844] 840 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=32.6 ms
[1621805936.787761] 840 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=33.7 ms
[1621805937.789916] 840 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.9 ms
[1621805938.790500] 840 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.3 ms
[1621805939.792034] 840 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=33.2 ms
[1621805940.793755] 840 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.5 ms
[1621805941.794973] 840 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.1 ms
[1621805942.796655] 840 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=33.4 ms
[1621805943.798103] 840 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.2 ms
[1621805944.798867] 840 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=32.5 ms
[1621805945.801131] 840 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.0 ms
[1621805946.802352] 840 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=33.0 ms
[1621805947.804381] 840 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=33.7 ms
[1621805948.805776] 840 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.2 ms
[1621805949.806578] 840 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=32.5 ms
[1621805950.808577] 840 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=32.7 ms
[1621805951.810861] 840 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.0 ms
[1621805952.812376] 840 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.3 ms
[1621805953.813574] 840 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=32.9 ms
[1621805954.814460] 840 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=32.5 ms
[1621805955.816393] 840 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=32.7 ms
[1621805956.818373] 840 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.7 ms
[1621805957.820852] 840 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.2 ms
[1621805958.821822] 840 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=32.7 ms
[1621805959.823356] 840 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=32.3 ms
[1621805960.826083] 840 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=33.5 ms
[1621805961.828416] 840 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=34.1 ms
[1621805962.828400] 840 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=32.7 ms
[1621805963.830842] 840 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.2 ms
[1621805964.832064] 840 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=32.9 ms
[1621805965.833104] 840 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=32.8 ms
[1621805966.834866] 840 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=32.5 ms
[1621805967.836654] 840 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=32.5 ms
[1621805968.838574] 840 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=32.7 ms
[1621805969.840222] 840 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=32.4 ms
[1621805970.842461] 840 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=33.0 ms
[1621805971.843664] 840 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.9 ms
[1621805972.845620] 840 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=33.7 ms
[1621805973.847674] 840 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=33.8 ms
[1621805974.848753] 840 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=32.8 ms
[1621805975.850347] 840 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=33.3 ms
[1621805976.851936] 840 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=33.3 ms
[1621805977.852927] 840 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=32.7 ms
[1621805978.854926] 840 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=32.8 ms
[1621805979.856259] 840 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.1 ms
[1621805980.858686] 840 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.2 ms
[1621805981.859264] 840 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=32.4 ms
[1621805982.861276] 840 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=32.7 ms
[1621805983.863709] 840 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.2 ms
[1621805984.865296] 840 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.3 ms
[1621805985.866539] 840 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.0 ms
[1621805986.868291] 840 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=33.5 ms
[1621805987.869992] 840 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=33.4 ms
[1621805988.871055] 840 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=32.8 ms
[1621805989.871547] 840 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=32.2 ms
[1621805990.873747] 840 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=32.9 ms
[1621805991.874650] 840 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=32.6 ms
[1621805992.876503] 840 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=32.6 ms
[1621805993.878512] 840 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=32.7 ms
[1621805994.880391] 840 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=32.6 ms
[1621805995.882527] 840 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=32.9 ms
[1621805996.884035] 840 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=33.2 ms
[1621805997.885596] 840 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.3 ms
[1621805998.885937] 840 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.1 ms
[1621805999.885853] 840 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=32.7 ms
[1621806000.886381] 840 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=32.3 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99155ms
rtt min/avg/max/mdev = 32.064/32.984/34.087/0.413 ms
Ping size: 864
PING 88.80.187.84 (88.80.187.84) 864(892) bytes of data.
[1621806000.925070] 872 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=33.7 ms
[1621806001.926546] 872 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.2 ms
[1621806002.928212] 872 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=33.4 ms
[1621806003.930403] 872 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=33.9 ms
[1621806004.931880] 872 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=34.2 ms
[1621806005.932266] 872 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=33.1 ms
[1621806006.934414] 872 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=33.9 ms
[1621806007.935538] 872 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=33.9 ms
[1621806008.936488] 872 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=33.7 ms
[1621806009.937882] 872 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=33.1 ms
[1621806010.939018] 872 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=32.9 ms
[1621806011.941208] 872 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=33.9 ms
[1621806012.941823] 872 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=33.4 ms
[1621806013.942760] 872 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=32.7 ms
[1621806014.945905] 872 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=33.9 ms
[1621806015.946489] 872 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=33.3 ms
[1621806016.947900] 872 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=33.2 ms
[1621806017.949383] 872 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=33.2 ms
[1621806018.951532] 872 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=33.9 ms
[1621806019.951241] 872 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.5 ms
[1621806020.953549] 872 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.1 ms
[1621806021.955492] 872 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=33.7 ms
[1621806022.957130] 872 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=33.4 ms
[1621806023.958692] 872 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=33.3 ms
[1621806024.961122] 872 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=34.2 ms
[1621806025.961797] 872 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.4 ms
[1621806026.963968] 872 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.9 ms
[1621806027.964966] 872 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.7 ms
[1621806028.966853] 872 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=33.6 ms
[1621806029.968452] 872 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=33.3 ms
[1621806030.970973] 872 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=34.3 ms
[1621806031.971297] 872 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=33.5 ms
[1621806032.973739] 872 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=34.2 ms
[1621806033.974491] 872 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.5 ms
[1621806034.976339] 872 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.6 ms
[1621806035.978647] 872 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=34.0 ms
[1621806036.980287] 872 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=34.4 ms
[1621806037.981004] 872 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.5 ms
[1621806038.982733] 872 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=33.5 ms
[1621806039.984289] 872 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.3 ms
[1621806040.986315] 872 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.8 ms
