Ping size: 0
PING 88.80.187.84 (88.80.187.84) 0(28) bytes of data.
[1621806041.987889] 872 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=33.3 ms
[1621806042.989452] 872 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.3 ms
[1621806043.991255] 872 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=33.6 ms
[1621806044.993137] 872 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.6 ms
[1621806045.995784] 872 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=34.4 ms
[1621806046.996611] 872 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=33.6 ms
[1621806047.999093] 872 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=34.2 ms
[1621806048.999847] 872 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.5 ms
[1621806050.002048] 872 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=33.9 ms
[1621806051.002649] 872 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.3 ms
[1621806052.004417] 872 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.6 ms
[1621806053.006850] 872 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=34.2 ms
[1621806054.007238] 872 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=33.1 ms
[1621806055.009011] 872 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=33.5 ms
[1621806056.011429] 872 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=34.2 ms
[1621806057.011757] 872 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.1 ms
[1621806058.014252] 872 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=34.2 ms
[1621806059.015221] 872 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.8 ms
[1621806060.016820] 872 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=33.4 ms
[1621806061.018392] 872 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.3 ms
[1621806062.020384] 872 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=33.8 ms
[1621806063.022666] 872 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=34.1 ms
[1621806064.024069] 872 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=34.2 ms
[1621806065.024783] 872 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.5 ms
[1621806066.026079] 872 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.1 ms
[1621806067.027502] 872 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.2 ms
[1621806068.029392] 872 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.7 ms
[1621806069.031095] 872 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.5 ms
[1621806070.031877] 872 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=32.6 ms
[1621806071.034865] 872 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=33.7 ms
[1621806072.035594] 872 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=32.8 ms
[1621806073.038414] 872 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=33.7 ms
[1621806074.040113] 872 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.5 ms
[1621806075.042556] 872 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=34.2 ms
[1621806076.043187] 872 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=33.4 ms
[1621806077.044936] 872 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=33.5 ms
[1621806078.047335] 872 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=34.2 ms
[1621806079.048211] 872 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=33.8 ms
[1621806080.049443] 872 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.1 ms
[1621806081.051903] 872 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=34.3 ms
[1621806082.053062] 872 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=33.9 ms
[1621806083.053677] 872 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.4 ms
[1621806084.055670] 872 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.8 ms
[1621806085.057797] 872 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.9 ms
[1621806086.058675] 872 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=33.6 ms
[1621806087.060765] 872 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=33.9 ms
[1621806088.061693] 872 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.7 ms
[1621806089.063361] 872 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=33.4 ms
[1621806090.065219] 872 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=33.6 ms
[1621806091.066952] 872 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=33.5 ms
[1621806092.069265] 872 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=34.1 ms
[1621806093.069747] 872 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.3 ms
[1621806094.071716] 872 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=33.7 ms
[1621806095.073488] 872 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.5 ms
[1621806096.075576] 872 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=33.8 ms
[1621806097.076381] 872 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.6 ms
[1621806098.078082] 872 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.5 ms
[1621806099.080338] 872 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=34.1 ms
[1621806100.081245] 872 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=33.7 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99157ms
rtt min/avg/max/mdev = 32.484/33.610/34.384/0.397 ms
Ping size: 896
PING 88.80.187.84 (88.80.187.84) 896(924) bytes of data.
[1621806100.119960] 904 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=33.4 ms
[1621806101.122260] 904 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=34.1 ms
[1621806102.123133] 904 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=33.6 ms
[1621806103.124543] 904 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=33.2 ms
[1621806104.126774] 904 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=34.0 ms
[1621806105.127578] 904 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=33.6 ms
[1621806106.128657] 904 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=32.8 ms
[1621806107.131031] 904 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=33.2 ms
[1621806108.132351] 904 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=33.1 ms
[1621806109.134046] 904 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=33.5 ms
[1621806110.134821] 904 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=32.5 ms
[1621806111.138051] 904 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=34.0 ms
[1621806112.139061] 904 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=33.8 ms
[1621806113.141056] 904 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=33.8 ms
[1621806114.142819] 904 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=33.6 ms
[1621806115.144396] 904 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=33.4 ms
[1621806116.146389] 904 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=33.8 ms
[1621806117.148101] 904 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=33.5 ms
[1621806118.149083] 904 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=32.8 ms
[1621806119.151849] 904 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=33.6 ms
[1621806120.153715] 904 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.6 ms
[1621806121.156118] 904 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=34.2 ms
[1621806122.156868] 904 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=33.5 ms
[1621806123.158734] 904 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=33.7 ms
[1621806124.160455] 904 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=33.5 ms
[1621806125.162481] 904 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.8 ms
[1621806126.164229] 904 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.5 ms
[1621806127.165668] 904 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=33.2 ms
[1621806128.167855] 904 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=34.0 ms
[1621806129.169268] 904 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=34.2 ms
[1621806130.169618] 904 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=33.1 ms
[1621806131.171938] 904 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=34.0 ms
[1621806132.172673] 904 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.5 ms
[1621806133.174688] 904 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.8 ms
[1621806134.176689] 904 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.8 ms
[1621806135.178509] 904 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=33.6 ms
[1621806136.180310] 904 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.6 ms
[1621806137.182266] 904 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.7 ms
[1621806138.183724] 904 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=33.2 ms
[1621806139.186000] 904 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=34.1 ms
[1621806140.186494] 904 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.3 ms
[1621806141.188539] 904 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=33.8 ms
[1621806142.190865] 904 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=34.1 ms
[1621806143.191718] 904 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=33.6 ms
[1621806144.194086] 904 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=34.2 ms
[1621806145.194497] 904 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=33.2 ms
[1621806146.195583] 904 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=33.8 ms
[1621806147.197540] 904 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.7 ms
[1621806148.198980] 904 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.2 ms
[1621806149.200059] 904 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=32.9 ms
[1621806150.202022] 904 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.7 ms
[1621806151.203758] 904 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.5 ms
[1621806152.205591] 904 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=33.6 ms
[1621806153.207319] 904 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=33.5 ms
[1621806154.209862] 904 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=34.3 ms
[1621806155.210815] 904 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=33.7 ms
[1621806156.212578] 904 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.5 ms
[1621806157.214472] 904 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=33.7 ms
[1621806158.216041] 904 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.4 ms
[1621806159.218575] 904 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=34.3 ms
[1621806160.218801] 904 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.0 ms
[1621806161.220819] 904 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=33.8 ms
[1621806162.221867] 904 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=32.8 ms
[1621806163.223649] 904 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=33.6 ms
[1621806164.225450] 904 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.6 ms
[1621806165.227952] 904 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=34.3 ms
[1621806166.228571] 904 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.4 ms
[1621806167.230408] 904 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.6 ms
[1621806168.231832] 904 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.2 ms
[1621806169.234083] 904 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=34.0 ms
[1621806170.233850] 904 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.5 ms
[1621806171.236847] 904 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=33.8 ms
[1621806172.238613] 904 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=33.6 ms
[1621806173.240858] 904 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=34.0 ms
[1621806174.241613] 904 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=33.6 ms
[1621806175.243215] 904 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=33.4 ms
[1621806176.245601] 904 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=34.2 ms
[1621806177.246201] 904 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=33.3 ms
[1621806178.246973] 904 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.6 ms
[1621806179.250322] 904 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=34.1 ms
[1621806180.250911] 904 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=33.4 ms
[1621806181.253218] 904 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=34.1 ms
[1621806182.253844] 904 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.4 ms
[1621806183.256038] 904 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=34.0 ms
[1621806184.255805] 904 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=32.6 ms
[1621806185.258682] 904 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=33.6 ms
[1621806186.260853] 904 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=33.9 ms
[1621806187.261520] 904 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.5 ms
[1621806188.263222] 904 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=33.5 ms
[1621806189.265115] 904 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=33.7 ms
[1621806190.266194] 904 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=32.9 ms
[1621806191.267536] 904 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=33.1 ms
[1621806192.269325] 904 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.5 ms
[1621806193.270787] 904 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=33.3 ms
[1621806194.272725] 904 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.7 ms
[1621806195.273789] 904 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=32.8 ms
[1621806196.275696] 904 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.7 ms
[1621806197.277480] 904 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.6 ms
[1621806198.278609] 904 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=33.0 ms
[1621806199.281042] 904 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=34.3 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99161ms
rtt min/avg/max/mdev = 32.540/33.555/34.335/0.416 ms
Ping size: 928
PING 88.80.187.84 (88.80.187.84) 928(956) bytes of data.
[1621806199.319257] 936 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=33.2 ms
[1621806200.321394] 936 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.9 ms
[1621806201.322356] 936 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=33.7 ms
[1621806202.324012] 936 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=33.4 ms
[1621806203.325830] 936 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=33.6 ms
[1621806204.328053] 936 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=34.0 ms
[1621806205.329057] 936 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=33.7 ms
[1621806206.331028] 936 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=33.7 ms
[1621806207.332813] 936 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=33.5 ms
[1621806208.334571] 936 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=33.5 ms
[1621806209.336429] 936 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=33.6 ms
[1621806210.338413] 936 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=33.7 ms
[1621806211.340045] 936 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=33.4 ms
[1621806212.342081] 936 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=33.8 ms
[1621806213.344414] 936 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=34.1 ms
[1621806214.345721] 936 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=34.0 ms
[1621806215.346365] 936 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=33.4 ms
[1621806216.348551] 936 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=33.9 ms
[1621806217.349902] 936 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=34.1 ms
[1621806218.350467] 936 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=33.3 ms
[1621806219.352455] 936 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=33.7 ms
[1621806220.354145] 936 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=33.4 ms
[1621806221.356389] 936 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=34.0 ms
[1621806222.357093] 936 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=33.5 ms
[1621806223.358906] 936 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=33.6 ms
[1621806224.361384] 936 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=34.2 ms
[1621806225.361652] 936 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.0 ms
[1621806226.364240] 936 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=34.3 ms
[1621806227.365165] 936 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=33.7 ms
[1621806228.367522] 936 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=34.1 ms
[1621806229.368675] 936 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=33.9 ms
[1621806230.369267] 936 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=33.3 ms
[1621806231.371282] 936 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.8 ms
[1621806232.373527] 936 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=34.0 ms
[1621806233.374446] 936 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.7 ms
[1621806234.376605] 936 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=33.9 ms
[1621806235.377038] 936 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=33.2 ms
[1621806236.378351] 936 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.0 ms
[1621806237.380083] 936 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=33.5 ms
[1621806238.381723] 936 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.4 ms
[1621806239.383983] 936 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=34.0 ms
[1621806240.384508] 936 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=33.3 ms
[1621806241.386743] 936 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.9 ms
[1621806242.387751] 936 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=33.8 ms
[1621806243.389768] 936 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.8 ms
[1621806244.391788] 936 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=33.8 ms
[1621806245.394028] 936 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=34.0 ms
[1621806246.395337] 936 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=34.0 ms
[1621806247.396031] 936 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.4 ms
[1621806248.397769] 936 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=33.5 ms
[1621806249.399607] 936 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=33.6 ms
[1621806250.402058] 936 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=34.2 ms
[1621806251.402830] 936 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=33.5 ms
[1621806252.404370] 936 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=33.3 ms
[1621806253.406711] 936 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=34.1 ms
[1621806254.407384] 936 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=33.4 ms
[1621806255.408826] 936 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.2 ms
[1621806256.410389] 936 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=33.3 ms
[1621806257.412391] 936 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.7 ms
[1621806258.414389] 936 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=33.7 ms
[1621806259.415832] 936 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.2 ms
[1621806260.417842] 936 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=33.8 ms
[1621806261.419840] 936 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.7 ms
[1621806262.422256] 936 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=34.2 ms
[1621806263.422596] 936 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.1 ms
[1621806264.424112] 936 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.3 ms
[1621806265.426127] 936 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=33.7 ms
[1621806266.428115] 936 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.7 ms
[1621806267.430132] 936 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.8 ms
[1621806268.432001] 936 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=33.6 ms
[1621806269.434654] 936 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=34.4 ms
[1621806270.435916] 936 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=34.0 ms
[1621806271.437601] 936 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=34.4 ms
[1621806272.438148] 936 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.3 ms
[1621806273.440907] 936 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=34.5 ms
[1621806274.442588] 936 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=34.4 ms
[1621806275.443318] 936 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=33.4 ms
[1621806276.445730] 936 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=34.1 ms
[1621806277.447159] 936 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=34.2 ms
[1621806278.447652] 936 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.2 ms
[1621806279.451704] 936 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=35.8 ms
[1621806280.450949] 936 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=34.0 ms
[1621806281.451680] 936 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.5 ms
[1621806282.453236] 936 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=33.3 ms
[1621806283.456269] 936 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=34.8 ms
[1621806284.457312] 936 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=33.8 ms
[1621806285.458288] 936 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=33.7 ms
[1621806286.460299] 936 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.7 ms
[1621806287.462758] 936 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=34.2 ms
[1621806288.464281] 936 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=34.3 ms
[1621806289.464972] 936 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=33.4 ms
[1621806290.466748] 936 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=33.5 ms
[1621806291.468730] 936 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.7 ms
[1621806292.470802] 936 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=33.8 ms
[1621806293.471306] 936 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.3 ms
[1621806294.473492] 936 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=33.9 ms
[1621806295.474519] 936 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=33.8 ms
[1621806296.476016] 936 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.2 ms
[1621806297.478514] 936 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=34.3 ms
[1621806298.479342] 936 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=33.6 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99161ms
rtt min/avg/max/mdev = 32.977/33.734/35.801/0.416 ms
Ping size: 960
PING 88.80.187.84 (88.80.187.84) 960(988) bytes of data.
[1621806298.517964] 968 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=33.6 ms
[1621806299.519835] 968 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.6 ms
[1621806300.522052] 968 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=34.0 ms
